attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_class_confidence
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.004167,0.003109,7185,7185,0.12597627937793732
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.004167,0.002852,7185,5353,4.536995675152866e-06
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.004167,0.003172,7185,6657,0.050397247076034546
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.004167,0.003234,7185,7185,0.16957415640354156
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.004167,0.003087,7185,3218,0.0018218265613541007
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.004167,0.003129,7185,639,0.001307196682319045
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.004167,0.00322,7185,7185,0.17488828301429749
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.004167,0.003077,7185,6553,0.0001474855816923082
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.004167,0.003167,7185,4236,0.0002825520350597799
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.004167,0.003234,7185,4540,0.04174071550369263
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0000.tiff,0.004167,0.003285,2585,2585,0.11777674406766891
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0001.tiff,0.004167,0.003237,2585,6705,0.00019623017578851432
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0002.tiff,0.004167,0.003271,2585,5566,0.1147223562002182
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0003.tiff,0.004167,0.003262,2585,2585,0.07075995206832886
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0004.tiff,0.004167,0.003183,2585,1035,0.005103185772895813
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0005.tiff,0.004167,0.003102,2585,3517,0.0010827748337760568
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0006.tiff,0.004167,0.003299,2585,1008,0.025750992819666862
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0008.tiff,0.004167,0.003167,2585,2585,0.05963936820626259
bim_error_generic,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/001_n002771_Felix_Neureuther/0009.tiff,0.004167,0.003223,2585,1380,0.0057229213416576385
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0000.tiff,0.004167,0.003086,5658,2405,0.022807391360402107
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0001.tiff,0.004167,0.003182,5658,7510,0.0005060322000645101
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0002.tiff,0.004167,0.003343,5658,1818,0.03781328722834587
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0004.tiff,0.004167,0.002873,5658,6569,0.007089220918715
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0005.tiff,0.004167,0.003059,5658,1005,1.2534418601717334e-05
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0006.tiff,0.004167,0.002949,5658,7440,0.04207858443260193
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0007.tiff,0.004167,0.002795,5658,3636,1.9160087560976535e-07
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0008.tiff,0.004167,0.003225,5658,5658,0.15643355250358582
bim_error_generic,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0009.tiff,0.004167,0.003054,5658,4420,0.01214518677443266
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0000.tiff,0.004167,0.003247,6487,6487,0.06500957161188126
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0001.tiff,0.004167,0.00292,6487,3610,0.0002662458282429725
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0002.tiff,0.004167,0.002995,6487,4487,0.0005776472389698029
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.tiff,0.004167,0.003262,6487,6487,0.3090605139732361
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.tiff,0.004167,0.003149,6487,6487,0.11554161459207535
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.tiff,0.004167,0.003074,6487,328,0.003880825825035572
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.tiff,0.004167,0.002349,6487,108,1.6736084944568574e-05
bim_error_generic,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.tiff,0.004167,0.003206,6487,6487,0.12001626938581467
