attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_class_confidence
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.001,0.000864,7185,7185,0.8407599329948425
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.001,0.000847,7185,5353,0.011676846072077751
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.001,0.000864,7185,7185,0.6604512333869934
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.001,0.000864,7185,7185,0.8006556034088135
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.001,0.000853,7185,7185,0.3787100315093994
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.001,0.000861,7185,7185,0.11952241510152817
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.001,0.000866,7185,7185,0.7211700677871704
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.001,0.000857,7185,7475,0.016086820513010025
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.001,0.000864,7185,4236,0.052251070737838745
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.001,0.000862,7185,7185,0.39009609818458557
