attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,adv_target_class_confidence,clean_correct_nn2,adv_correct_nn2,target_success_nn2,untargeted_success_nn2
fgsm,0.025,True,next_best,2967,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.025,0.023167,7185,7185,5010,0.025994787,1,0,0,1
fgsm,0.025,True,next_best,1168,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.025,0.024068,7185,7185,1168,0.98998636,1,0,1,0
fgsm,0.025,True,next_best,7483,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.025,0.023699,7185,7185,7483,0.4102587,1,0,1,0
fgsm,0.025,True,next_best,7711,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.025,0.023796,7185,7185,7711,0.78223425,1,0,1,0
fgsm,0.025,True,next_best,4277,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.025,0.02407,7185,7185,4277,0.4285243,1,0,1,0
fgsm,0.025,True,next_best,639,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.025,0.023947,7185,7185,639,0.7150687,1,0,1,0
fgsm,0.025,True,next_best,6688,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.025,0.023999,7185,7185,6688,0.9314434,1,0,1,0
fgsm,0.025,True,next_best,7475,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.025,0.023864,7185,7185,7475,0.9300913,1,0,1,0
fgsm,0.025,True,next_best,4236,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.025,0.023833,7185,7185,4236,0.94454,1,0,1,0
fgsm,0.025,True,next_best,4540,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.025,0.023988,7185,7185,4540,0.8867967,1,0,1,0
fgsm,0.025,True,next_best,375,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/001_n002771_Felix_Neureuther/0000.tiff,0.025,0.023771,2585,2585,2585,0.1261589,1,1,0,0
fgsm,0.025,True,next_best,4240,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/001_n002771_Felix_Neureuther/0001.tiff,0.025,0.023837,2585,2585,4240,0.8346005,1,0,1,0
fgsm,0.025,True,next_best,5566,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/001_n002771_Felix_Neureuther/0002.tiff,0.025,0.023834,2585,2585,5566,0.81054175,1,0,1,0
fgsm,0.025,True,next_best,4240,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/001_n002771_Felix_Neureuther/0003.tiff,0.025,0.02406,2585,2585,2585,0.022156179,1,1,0,0
fgsm,0.025,True,next_best,2349,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_specific/fgsm/next_best/eps_0_025/001_n002771_Felix_Neureuther/0004.tiff,0.025,0.023994,2585,2585,2349,0.36269745,1,0,1,0
