attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,adv_target_class_confidence,clean_correct_nn2,adv_correct_nn2,target_success_nn2,untargeted_success_nn2
pgd_error_specific,0.001,True,next_best,2967,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.001,0.00087,7185,7185,7185,5.9511713e-05,1,1,0,0
pgd_error_specific,0.001,True,next_best,1168,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.001,0.000855,7185,7185,7185,0.001024593,1,1,0,0
pgd_error_specific,0.001,True,next_best,7483,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.001,0.000865,7185,7185,7185,5.0894465e-05,1,1,0,0
pgd_error_specific,0.001,True,next_best,7711,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.001,0.000868,7185,7185,7185,0.0013224661,1,1,0,0
pgd_error_specific,0.001,True,next_best,4277,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.001,0.000858,7185,7185,7185,0.0002145267,1,1,0,0
pgd_error_specific,0.001,True,next_best,639,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.001,0.000863,7185,7185,4242,0.17042433,1,0,0,1
pgd_error_specific,0.001,True,next_best,6688,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.001,0.000873,7185,7185,7185,0.009797765,1,1,0,0
pgd_error_specific,0.001,True,next_best,7475,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.001,0.000859,7185,7185,7185,0.059587907,1,1,0,0
pgd_error_specific,0.001,True,next_best,4236,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.001,0.00086,7185,7185,7185,0.15761977,1,1,0,0
pgd_error_specific,0.001,True,next_best,4540,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.001,0.000864,7185,7185,7185,0.2097739,1,1,0,0
