attack_type,overshoot,max_iter,nb_grads,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_confidence,adv_confidence
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0000.jpg,0.035763,0.00102,7185,7185,0.925085723400116,0.3479180634021759
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0001.jpg,0.001185,2.7e-05,7185,7185,0.1062038317322731,0.10344206541776657
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0002.jpg,0.028552,0.000701,7185,7185,0.8283326625823975,0.33231648802757263
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0003.jpg,0.031698,0.001231,7185,7185,0.8878233432769775,0.35732635855674744
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0004.jpg,0.011278,0.00049,7185,4277,0.723583996295929,0.26103612780570984
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0005.jpg,0.007033,0.000229,7185,639,0.32713618874549866,0.1636194884777069
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0006.jpg,0.036438,0.00159,7185,7185,0.8458046913146973,0.2731386125087738
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0007.jpg,0.00031,1.6e-05,7185,7475,0.08942153304815292,0.08406643569469452
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0008.jpg,0.003855,0.000121,7185,7185,0.2521757483482361,0.16939498484134674
deepfool,0.15,5,3,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.jpg,dataset/attacks/error_generic/deepfool/samples/000_n007726_Samantha_Ruth_Prabhu/0009.jpg,0.018647,0.000628,7185,4540,0.6083753108978271,0.19024284183979034
