attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,clean_true_class_confidence,adv_true_class_confidence,clean_correct_nn2,adv_correct_nn2,prediction_changed_nn2,transfer_success_nn2
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.004167,0.003109,7185,7185,7185,0.9931094646453857,0.9713211059570312,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.004167,0.002852,7185,7185,7185,0.6800103783607483,0.27538469433784485,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.004167,0.003172,7185,7185,7185,0.9991464614868164,0.9941380023956299,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.004167,0.003234,7185,7185,7185,0.9559090733528137,0.8450794219970703,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.004167,0.003087,7185,7185,7185,0.9545937180519104,0.5576406121253967,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.004167,0.003129,7185,7185,639,0.24459852278232574,0.05374491959810257,1,0,1,1
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.004167,0.00322,7185,7185,7185,0.8787012100219727,0.6657289862632751,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.004167,0.003077,7185,7185,7185,0.8682355284690857,0.4245680570602417,1,1,0,0
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.004167,0.003167,7185,7185,4236,0.6802170872688293,0.03639979287981987,1,0,1,1
bim_error_generic,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_generic/bim/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.004167,0.003234,7185,7185,4540,0.5629176497459412,0.16799084842205048,1,0,1,1
