attack_type,eps,eps_step,max_iter,targeted,target_strategy,target_class,source_model,target_model,transferability_setting,generated_image_size,nn2_eval_image_size,dataset_label,identity_id,identity_name,identity_dir,true_facenet_id,source_image_path,adversarial_image_path,linf,mean_abs_perturbation
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0000.png,0.033333,0.014409
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0001.png,0.033333,0.013187
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0002.png,0.033333,0.014207
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0003.png,0.033333,0.015371
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0004.png,0.033333,0.013875
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0005.png,0.033333,0.014685
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0006.png,0.033333,0.015312
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0007.png,0.033333,0.013242
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0008.png,0.033333,0.01428
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,7185,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/000_n007726_Samantha_Ruth_Prabhu/0009.png,0.033333,0.015707
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/001_n002771_Felix_Neureuther/0000.png,0.033333,0.017301
bim,0.2,0.008333333333333333,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_200/001_n002771_Felix_Neureuther/0001.png,0.033333,0.014469
