attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,target_confidence
pgd_error_specific,0.001,True,next_best,2967,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.001,0.00087,7185,7185,0.013434874825179577
pgd_error_specific,0.001,True,next_best,1168,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.001,0.000855,7185,1168,0.4033418893814087
pgd_error_specific,0.001,True,next_best,7483,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.001,0.000865,7185,7185,0.04318536818027496
pgd_error_specific,0.001,True,next_best,7711,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.001,0.000868,7185,7185,0.023798806592822075
pgd_error_specific,0.001,True,next_best,4277,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.001,0.000858,7185,7185,0.2138482928276062
pgd_error_specific,0.001,True,next_best,639,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.001,0.000863,7185,639,0.23968316614627838
pgd_error_specific,0.001,True,next_best,6688,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.001,0.000873,7185,7185,0.017964908853173256
pgd_error_specific,0.001,True,next_best,7475,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.001,0.000859,7185,7475,0.30850282311439514
pgd_error_specific,0.001,True,next_best,4236,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.001,0.00086,7185,4236,0.3628954291343689
pgd_error_specific,0.001,True,next_best,4540,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.001,0.000864,7185,7185,0.07898330688476562
pgd_error_specific,0.001,True,next_best,375,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0000.tiff,0.001,0.000875,2585,2585,0.01970510557293892
pgd_error_specific,0.001,True,next_best,4240,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0001.tiff,0.001,0.000861,2585,4240,0.3450572192668915
pgd_error_specific,0.001,True,next_best,5566,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0002.tiff,0.001,0.000869,2585,2585,0.05727958306670189
pgd_error_specific,0.001,True,next_best,4240,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0003.tiff,0.001,0.000872,2585,2585,0.019091272726655006
pgd_error_specific,0.001,True,next_best,2349,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0004.tiff,0.001,0.000862,2585,2585,0.1218399852514267
pgd_error_specific,0.001,True,next_best,3525,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.tiff,dataset/attacks/NN1/error_specific/pgd/next_best/eps_0_001/001_n002771_Felix_Neureuther/0005.tiff,0.001,0.00086,2585,2585,0.18782924115657806
