dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
3,"""Philip_Michael_Thomas""",1377,6487,5.818700898885254e-08,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/003_n006980_Philip_Michael_Thomas/0003.jpg
4,"""Drake""",8022,2148,6.326716857074643e-07,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/004_n002295_Drake/0002.jpg
4,"""Drake""",917,2148,3.147801908198744e-05,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/004_n002295_Drake/0006.jpg
19,"""Paul_Le_Guen""",762,6357,2.9799748517689295e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/019_n006844_Paul_Le_Guen/0001.jpg
19,"""Paul_Le_Guen""",7076,6357,3.8974012568360195e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/019_n006844_Paul_Le_Guen/0005.jpg
20,"""Govinda""",679,2966,2.309136334588402e-06,dataset/clean_cropped/NN1/020_n003179_Govinda/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/020_n003179_Govinda/0008.jpg
22,"""Martín_Cáceres""",2010,5321,0.00014922904665581882,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/022_n005752_Mart_n_C_ceres/0003.jpg
22,"""Martín_Cáceres""",6396,5321,2.6323234578740085e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/022_n005752_Mart_n_C_ceres/0007.jpg
32,"""Malu_Mader""",8507,5062,6.751222514367328e-08,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/032_n005460_Malu_Mader/0007.jpg
32,"""Malu_Mader""",7411,5062,4.176838501734892e-07,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/032_n005460_Malu_Mader/0008.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,2.3552256607217714e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/035_n008526_Thomas_Hitzlsperger/0000.jpg
47,"""Pete_Rose""",4090,6444,1.148145292972913e-05,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/047_n006935_Pete_Rose/0005.jpg
53,"""Danniella_Westbrook""",2919,1842,2.032868678725208e-06,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/053_n001960_Danniella_Westbrook/0004.jpg
66,"""Sümer_Tilmaç""",219,7776,8.141458351929032e-07,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/066_n008368_S_mer_Tilma/0005.jpg
71,"""Germaine_Greer""",6191,2845,5.856865755049512e-05,dataset/clean_cropped/NN1/071_n003050_Germaine_Greer/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/071_n003050_Germaine_Greer/0004.jpg
75,"""Martin_Schulz""",1895,5308,1.827925007091835e-05,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/075_n005738_Martin_Schulz/0007.jpg
76,"""Mamta_Kulkarni""",7468,5068,7.084844128257828e-06,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/076_n005466_Mamta_Kulkarni/0002.jpg
76,"""Mamta_Kulkarni""",6008,5068,1.608341563041904e-06,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/076_n005466_Mamta_Kulkarni/0007.jpg
79,"""Nino_Frassica""",2160,6102,6.8456397457339335e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/079_n006578_Nino_Frassica/0007.jpg
79,"""Nino_Frassica""",5250,6102,8.962172614701558e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/079_n006578_Nino_Frassica/0009.jpg
96,"""Fiona_Apple""",242,2615,5.696811058442108e-07,dataset/clean_cropped/NN1/096_n002804_Fiona_Apple/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_100/096_n002804_Fiona_Apple/0006.jpg
