dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
3,"""Philip_Michael_Thomas""",1377,6487,3.4715387187134183e-07,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/003_n006980_Philip_Michael_Thomas/0003.jpg
4,"""Drake""",8022,2148,1.102585656553856e-06,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/004_n002295_Drake/0002.jpg
4,"""Drake""",917,2148,2.5789708161028102e-05,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/004_n002295_Drake/0006.jpg
4,"""Drake""",8022,2148,1.4277945865615038e-06,dataset/clean_cropped/NN1/004_n002295_Drake/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/004_n002295_Drake/0008.jpg
4,"""Drake""",830,2148,6.470388598245336e-06,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/004_n002295_Drake/0009.jpg
16,"""Simon_Rattle""",5940,7514,1.7961845514946617e-05,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/016_n008084_Simon_Rattle/0007.jpg
19,"""Paul_Le_Guen""",762,6357,7.528240985266166e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/019_n006844_Paul_Le_Guen/0001.jpg
19,"""Paul_Le_Guen""",7076,6357,2.8382512027746998e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/019_n006844_Paul_Le_Guen/0005.jpg
20,"""Govinda""",679,2966,3.1629244858777383e-06,dataset/clean_cropped/NN1/020_n003179_Govinda/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/020_n003179_Govinda/0008.jpg
22,"""Martín_Cáceres""",2010,5321,7.664001896046102e-05,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/022_n005752_Mart_n_C_ceres/0003.jpg
22,"""Martín_Cáceres""",6396,5321,2.286810968143982e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/022_n005752_Mart_n_C_ceres/0007.jpg
22,"""Martín_Cáceres""",6429,5321,4.080124654137762e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/022_n005752_Mart_n_C_ceres/0009.jpg
23,"""Robbie_Farah""",2332,6884,1.446484475309262e-05,dataset/clean_cropped/NN1/023_n007405_Robbie_Farah/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/023_n007405_Robbie_Farah/0006.jpg
32,"""Malu_Mader""",7411,5062,2.179345557351553e-07,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/032_n005460_Malu_Mader/0008.jpg
34,"""Craig_Bellamy""",7394,1701,6.521798241010401e-06,dataset/clean_cropped/NN1/034_n001804_Craig_Bellamy/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/034_n001804_Craig_Bellamy/0001.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,2.914188144131913e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/035_n008526_Thomas_Hitzlsperger/0000.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,2.796028184093302e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/035_n008526_Thomas_Hitzlsperger/0002.jpg
37,"""Martin_Bader""",4177,5298,1.523048695162288e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_075/037_n005727_Martin_Bader/0004.jpg
