dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
2,"""Mike_Posner""",391,5658,0.0012056390987709165,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/002_n006115_Mike_Posner/0006_to_391.jpg
19,"""Paul_Le_Guen""",2856,6357,0.008002476766705513,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0003.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/019_n006844_Paul_Le_Guen/0003_to_2856.jpg
19,"""Paul_Le_Guen""",3540,6357,0.01176107581704855,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/019_n006844_Paul_Le_Guen/0005_to_3540.jpg
19,"""Paul_Le_Guen""",5658,6357,0.00020322050841059536,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/019_n006844_Paul_Le_Guen/0007_to_5658.jpg
27,"""Tomatito""",6357,8010,0.010682569816708565,dataset/clean_cropped/NN1/027_n008620_Tomatito/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/027_n008620_Tomatito/0004_to_6357.jpg
31,"""Brad_Garrett""",2451,1092,5.890707689104602e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/031_n001155_Brad_Garrett/0004_to_2451.jpg
31,"""Brad_Garrett""",5658,1092,0.013596073724329472,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/031_n001155_Brad_Garrett/0009_to_5658.jpg
31,"""Brad_Garrett""",4700,1092,0.0029842061921954155,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/031_n001155_Brad_Garrett/0009_to_4700.jpg
31,"""Brad_Garrett""",2451,1092,0.003857626346871257,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/031_n001155_Brad_Garrett/0009_to_2451.jpg
46,"""Esperanza_Spalding""",8010,2451,0.0101509690284729,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0002.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/046_n002622_Esperanza_Spalding/0002_to_8010.jpg
46,"""Esperanza_Spalding""",44,2451,0.007637339644134045,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0003.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/046_n002622_Esperanza_Spalding/0003_to_44.jpg
46,"""Esperanza_Spalding""",1092,2451,0.0005527469329535961,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0003.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/046_n002622_Esperanza_Spalding/0003_to_1092.jpg
91,"""Layne_Staley""",2856,4700,0.001188001362606883,dataset/clean_cropped/NN1/091_n005050_Layne_Staley/0002.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_075/091_n005050_Layne_Staley/0002_to_2856.jpg
