dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
2,"""Mike_Posner""",1092,5658,0.01850643754005432,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/002_n006115_Mike_Posner/0006_to_1092.jpg
2,"""Mike_Posner""",6357,5658,0.0006179886404424906,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/002_n006115_Mike_Posner/0006_to_6357.jpg
19,"""Paul_Le_Guen""",1092,6357,0.02831408567726612,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0001_to_1092.jpg
19,"""Paul_Le_Guen""",2856,6357,0.006711443420499563,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0001_to_2856.jpg
19,"""Paul_Le_Guen""",5658,6357,0.003023644909262657,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0001_to_5658.jpg
19,"""Paul_Le_Guen""",391,6357,0.0005201770691201091,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0001_to_391.jpg
19,"""Paul_Le_Guen""",2856,6357,0.005246945656836033,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0003.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0003_to_2856.jpg
19,"""Paul_Le_Guen""",391,6357,0.015126051381230354,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0003.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0003_to_391.jpg
19,"""Paul_Le_Guen""",3540,6357,0.005887594539672136,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_3540.jpg
19,"""Paul_Le_Guen""",2856,6357,0.015347937121987343,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_2856.jpg
19,"""Paul_Le_Guen""",5658,6357,0.0012417456600815058,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_5658.jpg
19,"""Paul_Le_Guen""",4700,6357,0.000564481015317142,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_4700.jpg
19,"""Paul_Le_Guen""",391,6357,0.0013033575378358364,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_391.jpg
19,"""Paul_Le_Guen""",2451,6357,0.06791334599256516,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0004_to_2451.jpg
19,"""Paul_Le_Guen""",3540,6357,0.00232527032494545,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0005_to_3540.jpg
19,"""Paul_Le_Guen""",2856,6357,0.021115342155098915,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0005_to_2856.jpg
19,"""Paul_Le_Guen""",5658,6357,0.0026605708990246058,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/error_specific/fgsm/rr_lookalikes/eps_0_025/019_n006844_Paul_Le_Guen/0005_to_5658.jpg
