dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
19,"""Paul_Le_Guen""",2856,6357,0.009488441050052643,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0001_to_2856.jpg
19,"""Paul_Le_Guen""",391,6357,0.001485539716668427,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0001_to_391.jpg
19,"""Paul_Le_Guen""",2856,6357,0.008328885771334171,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0003_to_2856.jpg
19,"""Paul_Le_Guen""",391,6357,0.004396574571728706,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0004_to_391.jpg
19,"""Paul_Le_Guen""",3540,6357,0.007535035256296396,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0005_to_3540.jpg
19,"""Paul_Le_Guen""",5658,6357,0.0045066047459840775,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0005_to_5658.jpg
19,"""Paul_Le_Guen""",5658,6357,0.0003876882838085294,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0007_to_5658.jpg
19,"""Paul_Le_Guen""",4700,6357,0.0006251165759749711,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0007_to_4700.jpg
19,"""Paul_Le_Guen""",391,6357,0.005808006506413221,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/019_n006844_Paul_Le_Guen/0009_to_391.jpg
27,"""Tomatito""",2856,8010,0.00564226508140564,dataset/clean_cropped/NN1/027_n008620_Tomatito/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/rr_lookalikes/eps_0_050/027_n008620_Tomatito/0003_to_2856.jpg
