attack_type,max_iter,learning_rate,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_confidence,adv_confidence,nn1_clean_pred_class,nn1_adv_pred_class,true_class
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.010006,0.004934,7185,7185,0.9753465056419373,0.9317141175270081,7185,2967,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.005,0.002932,7185,1168,0.2151898294687271,0.06469863653182983,7185,1168,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.005,0.003792,7185,7185,0.997623860836029,0.994966447353363,7185,7483,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.010006,0.006081,7185,7185,0.9607787132263184,0.8662755489349365,7185,7711,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.005,0.004051,7185,7185,0.9691953659057617,0.8678538799285889,7185,4277,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.005,0.003689,7185,7185,0.8351848721504211,0.6538792848587036,7185,639,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.010006,0.005892,7185,7185,0.9872416257858276,0.969609797000885,7185,6688,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.005,0.003348,7185,7475,0.8202399015426636,0.26244914531707764,7185,7475,7185
cw_linf,10,0.01,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/cw/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.005,0.0032,7185,6726,0.5614138841629028,0.11824309080839157,7185,4236,7185
cw_linf,10,0.01,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_generic/cw/001_n002771_Felix_Neureuther/0000.tiff,0.010006,0.006135,2585,2585,0.9897155165672302,0.9707425832748413,2585,375,2585
cw_linf,10,0.01,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_generic/cw/001_n002771_Felix_Neureuther/0001.tiff,0.005,0.003443,2585,2585,0.9059630632400513,0.8201537728309631,2585,4240,2585
cw_linf,10,0.01,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_generic/cw/001_n002771_Felix_Neureuther/0002.tiff,0.005,0.002994,2585,2585,0.9809673428535461,0.9729067087173462,2585,5566,2585
cw_linf,10,0.01,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_generic/cw/001_n002771_Felix_Neureuther/0003.tiff,0.005,0.004002,2585,2585,0.9878689646720886,0.9861456751823425,2585,4240,2585
