dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
3,"""Philip_Michael_Thomas""",3916,6487,0.0006203267839737236,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.jpg
3,"""Philip_Michael_Thomas""",2747,6487,0.0010112713789567351,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.jpg
3,"""Philip_Michael_Thomas""",3507,6487,0.01802181825041771,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.jpg
4,"""Drake""",2106,2148,0.002644540509209037,dataset/clean_cropped/NN1/004_n002295_Drake/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0000.jpg
4,"""Drake""",3272,2148,0.0004158979281783104,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0002.jpg
4,"""Drake""",4790,2148,0.0006658229394815862,dataset/clean_cropped/NN1/004_n002295_Drake/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0004.jpg
4,"""Drake""",1656,2148,0.003870093496516347,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0006.jpg
4,"""Drake""",3147,2148,0.007265761494636536,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0007.jpg
4,"""Drake""",2501,2148,0.005900294985622168,dataset/clean_cropped/NN1/004_n002295_Drake/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0008.jpg
4,"""Drake""",7886,2148,0.0001832855778047815,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/004_n002295_Drake/0009.jpg
5,"""Chris_Duhon""",630,1503,0.010235557332634926,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/005_n001597_Chris_Duhon/0003.jpg
5,"""Chris_Duhon""",579,1503,0.00016408033843617886,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/005_n001597_Chris_Duhon/0004.jpg
6,"""Héctor_Mancilla""",5807,3281,0.008005836047232151,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/006_n003512_H_ctor_Mancilla/0001.jpg
7,"""Meera_Jasmine""",8477,5460,0.04094860330224037,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/007_n005908_Meera_Jasmine/0000.jpg
9,"""Sergio_van_Dijk""",5107,7379,0.03579133749008179,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/009_n007934_Sergio_van_Dijk/0006.jpg
16,"""Simon_Rattle""",8304,7514,0.0007814783020876348,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/016_n008084_Simon_Rattle/0000.jpg
16,"""Simon_Rattle""",4505,7514,0.0043144840747118,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/016_n008084_Simon_Rattle/0004.jpg
16,"""Simon_Rattle""",5946,7514,0.001813902985304594,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/016_n008084_Simon_Rattle/0007.jpg
18,"""Wu_Chun""",5435,8404,9.383681754115969e-05,dataset/clean_cropped/NN1/018_n009040_Wu_Chun/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/018_n009040_Wu_Chun/0009.jpg
19,"""Paul_Le_Guen""",4158,6357,0.0008520024712197483,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/019_n006844_Paul_Le_Guen/0004.jpg
19,"""Paul_Le_Guen""",1994,6357,0.028417477384209633,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/019_n006844_Paul_Le_Guen/0007.jpg
19,"""Paul_Le_Guen""",7209,6357,0.001274353708140552,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/019_n006844_Paul_Le_Guen/0009.jpg
20,"""Govinda""",7820,2966,0.018921496346592903,dataset/clean_cropped/NN1/020_n003179_Govinda/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/020_n003179_Govinda/0007.jpg
20,"""Govinda""",2134,2966,0.00027279765345156193,dataset/clean_cropped/NN1/020_n003179_Govinda/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/020_n003179_Govinda/0008.jpg
21,"""Begüm_Birgören""",1390,884,0.007773670833557844,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/021_n000932_Beg_m_Birg_ren/0001.jpg
22,"""Martín_Cáceres""",4778,5321,0.015691682696342468,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/022_n005752_Mart_n_C_ceres/0003.jpg
22,"""Martín_Cáceres""",4726,5321,0.0009053654503077269,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/022_n005752_Mart_n_C_ceres/0007.jpg
22,"""Martín_Cáceres""",1514,5321,0.04858910292387009,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/022_n005752_Mart_n_C_ceres/0009.jpg
24,"""Tamara_Beckwith""",819,7796,0.010751363821327686,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/024_n008389_Tamara_Beckwith/0001.jpg
24,"""Tamara_Beckwith""",6605,7796,0.00022205192362889647,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/024_n008389_Tamara_Beckwith/0002.jpg
24,"""Tamara_Beckwith""",805,7796,0.0021801635157316923,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/024_n008389_Tamara_Beckwith/0007.jpg
25,"""Maura_Rivera""",7686,5400,0.02978573925793171,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/025_n005845_Maura_Rivera/0008.jpg
26,"""Marky_Cielo""",1376,5279,0.010863430798053741,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/026_n005704_Marky_Cielo/0006.jpg
26,"""Marky_Cielo""",3766,5279,0.004360444378107786,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/026_n005704_Marky_Cielo/0008.jpg
27,"""Tomatito""",628,8010,0.0003596728784032166,dataset/clean_cropped/NN1/027_n008620_Tomatito/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/027_n008620_Tomatito/0002.jpg
28,"""Paul_DiAnno""",2917,6349,0.002300586551427841,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/random/eps_0_025/028_n006836_Paul_DiAnno/0001.jpg
