dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
4,"""Drake""",1471,2148,0.00862240232527256,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0002_to_1471.jpg
4,"""Drake""",3719,2148,0.0004195912624709308,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0002_to_3719.jpg
4,"""Drake""",325,2148,1.5510531738982536e-05,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0006_to_325.jpg
4,"""Drake""",1471,2148,0.012564296834170818,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0006_to_1471.jpg
4,"""Drake""",5406,2148,0.0013040853664278984,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0007_to_5406.jpg
4,"""Drake""",3126,2148,0.0005635532434098423,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0007_to_3126.jpg
4,"""Drake""",5308,2148,0.0017253305995836854,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0007_to_5308.jpg
4,"""Drake""",325,2148,0.00014257417933549732,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0009_to_325.jpg
4,"""Drake""",1471,2148,0.00396794592961669,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0009_to_1471.jpg
4,"""Drake""",3719,2148,0.00032381972414441407,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0009_to_3719.jpg
4,"""Drake""",5325,2148,0.004743112251162529,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/004_n002295_Drake/0009_to_5325.jpg
75,"""Martin_Schulz""",325,5308,0.0009937469149008393,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0001.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0001_to_325.jpg
75,"""Martin_Schulz""",4752,5308,0.0007677116082049906,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0002.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0002_to_4752.jpg
75,"""Martin_Schulz""",325,5308,0.00011427068238845095,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0004.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0004_to_325.jpg
75,"""Martin_Schulz""",325,5308,0.00041969321318902075,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0005.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0005_to_325.jpg
75,"""Martin_Schulz""",5406,5308,0.0036677406169474125,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0005.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0005_to_5406.jpg
75,"""Martin_Schulz""",5325,5308,0.0022290078923106194,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0005.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0005_to_5325.jpg
75,"""Martin_Schulz""",2148,5308,0.004686589818447828,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0005.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0005_to_2148.jpg
75,"""Martin_Schulz""",4752,5308,0.000527684751432389,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0006.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0006_to_4752.jpg
75,"""Martin_Schulz""",5406,5308,0.014525622129440308,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0006.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0006_to_5406.jpg
75,"""Martin_Schulz""",5325,5308,0.0002609894145280123,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0006.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0006_to_5325.jpg
75,"""Martin_Schulz""",4752,5308,0.0008438289514742792,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_4752.jpg
75,"""Martin_Schulz""",325,5308,0.00044390070252120495,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_325.jpg
75,"""Martin_Schulz""",86,5308,0.0013873607385903597,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_86.jpg
75,"""Martin_Schulz""",5406,5308,0.012052643112838268,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_5406.jpg
75,"""Martin_Schulz""",1471,5308,0.001541086588986218,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_1471.jpg
75,"""Martin_Schulz""",3126,5308,0.0018522251630201936,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/error_specific/fgsm/rr_extremes/eps_0_075/075_n005738_Martin_Schulz/0007_to_3126.jpg
