dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
31,"""Brad_Garrett""",2418,1092,0.0011981762945652008,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0004_to_2418.jpg
31,"""Brad_Garrett""",2879,1092,0.0005088731413707137,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0004_to_2879.jpg
31,"""Brad_Garrett""",4432,1092,0.0012874979292973876,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0004_to_4432.jpg
31,"""Brad_Garrett""",2451,1092,3.528824163367972e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0004_to_2451.jpg
31,"""Brad_Garrett""",5068,1092,0.001185777597129345,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0009_to_5068.jpg
31,"""Brad_Garrett""",2879,1092,0.0005016410141251981,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0009_to_2879.jpg
31,"""Brad_Garrett""",315,1092,0.0009007709450088441,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0009_to_315.jpg
31,"""Brad_Garrett""",2451,1092,0.0028230955358594656,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/031_n001155_Brad_Garrett/0009_to_2451.jpg
42,"""Gilbert_Arenas""",2418,2879,0.037810180336236954,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0001.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0001_to_2418.jpg
42,"""Gilbert_Arenas""",1092,2879,0.0013017784804105759,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0004_to_1092.jpg
42,"""Gilbert_Arenas""",2418,2879,0.014932917430996895,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0005.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0005_to_2418.jpg
42,"""Gilbert_Arenas""",4432,2879,2.7601734473137185e-05,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0005.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0005_to_4432.jpg
42,"""Gilbert_Arenas""",6483,2879,0.005062637850642204,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0005.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0005_to_6483.jpg
42,"""Gilbert_Arenas""",2418,2879,0.0037395551335066557,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_2418.jpg
42,"""Gilbert_Arenas""",5068,2879,0.004391666501760483,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_5068.jpg
42,"""Gilbert_Arenas""",4432,2879,9.196063911076635e-05,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_4432.jpg
42,"""Gilbert_Arenas""",6483,2879,0.0008913685451261699,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_6483.jpg
42,"""Gilbert_Arenas""",315,2879,0.0014123695436865091,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_315.jpg
42,"""Gilbert_Arenas""",1092,2879,0.00012048951612086967,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/042_n003085_Gilbert_Arenas/0009_to_1092.jpg
46,"""Esperanza_Spalding""",6483,2451,0.010075828060507774,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0002.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/046_n002622_Esperanza_Spalding/0002_to_6483.jpg
46,"""Esperanza_Spalding""",1471,2451,0.0005873425398021936,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0002.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/046_n002622_Esperanza_Spalding/0002_to_1471.jpg
46,"""Esperanza_Spalding""",315,2451,0.0014861845411360264,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0002.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/046_n002622_Esperanza_Spalding/0002_to_315.jpg
46,"""Esperanza_Spalding""",2879,2451,0.0007163453847169876,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0003.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_025/046_n002622_Esperanza_Spalding/0003_to_2879.jpg
