dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
31,"""Brad_Garrett""",4432,1092,0.0005559438723139465,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0004_to_4432.jpg
31,"""Brad_Garrett""",2451,1092,5.890707689104602e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0004_to_2451.jpg
31,"""Brad_Garrett""",5068,1092,0.002077423967421055,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0009_to_5068.jpg
31,"""Brad_Garrett""",2879,1092,0.0005342773511074483,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0009_to_2879.jpg
31,"""Brad_Garrett""",315,1092,0.0015612624119967222,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0009_to_315.jpg
31,"""Brad_Garrett""",2451,1092,0.003857626346871257,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/031_n001155_Brad_Garrett/0009_to_2451.jpg
42,"""Gilbert_Arenas""",4432,2879,4.260432251612656e-05,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0005.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/042_n003085_Gilbert_Arenas/0005_to_4432.jpg
42,"""Gilbert_Arenas""",2418,2879,0.016741018742322922,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/042_n003085_Gilbert_Arenas/0009_to_2418.jpg
42,"""Gilbert_Arenas""",5068,2879,0.003642771625891328,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/042_n003085_Gilbert_Arenas/0009_to_5068.jpg
46,"""Esperanza_Spalding""",1092,2451,0.0005527469329535961,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0003.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/046_n002622_Esperanza_Spalding/0003_to_1092.jpg
46,"""Esperanza_Spalding""",2418,2451,0.005006801802664995,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0009.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/046_n002622_Esperanza_Spalding/0009_to_2418.jpg
76,"""Mamta_Kulkarni""",2879,5068,0.00016528944252058864,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0002.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/076_n005466_Mamta_Kulkarni/0002_to_2879.jpg
76,"""Mamta_Kulkarni""",315,5068,3.509999442030676e-05,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0007.jpg,dataset/attacks/error_specific/fgsm/rr_diversity/eps_0_075/076_n005466_Mamta_Kulkarni/0007_to_315.jpg
